text,label
Book store,category
"Club Rd, near shai mandir",address
093865 47686,phone
Sahitya Sarover (A House Of Quality Books),name
Store,category
"Old GT Rd, Below Bank of Baroda ATM",address
094312 78995,phone
Student's Corner,name
Book store,category
Q969+J3R,address
099342 64676,phone
Bombay Stationers Pvt Ltd,name
Stationery store,category
"Ajanta Complex, 2/3, near Cannaught Garden",address
086686 43844,phone
Sundaram Stationers & Printers,name
Stationery store,category
"Shop No 12, Kailash Arcade, C I D C O C I D C O",address
075889 77199,phone
Balaji book store ☺️☺️,name
Children's Book Store,category
Old GT Rd,address
094302 10829,phone
SHIKHA PRINTING PRESS,name
Print shop,category
"Q928+3X9, MG Rd, near bandhan bank",address
099738 24123,phone
Chasska,name
Office supply store,category
"Gandhi Nagar, Aurangabad, Bihar 828101",address
079037 33154,phone
Beby Super Mega Mart,name
Smart shop,category
Mission school road,address
099349 08932,phone
Paramilitary canteen,name
Store,category
"Paramilitary canteen, MG Rd, opp. bata showroom, near D Opulence Salon & BKC resturent",address
088877 21539,phone
Rohit Bangle Store,name
Cosmetics store,category
near Ramabandh Bus Stand,address
062612 70112,phone
Ashvik cosmetic,name
Cosmetics store,category
"katharua, kshatriya nagar, Reliance smart point",address
083184 63387,phone
DALMIA BAZAR AURNGABAD,name
Clothes market,category
"M G ROAD, near RAMLAKHAN SINGH COMPLEX, near BANK OF INDIA",address
062029 72931,phone
Taj Stationery,name
Stationery store,category
"Q93H+W2J, Nawadih Rd",address
088252 15602,phone
Happy Plywood,name
Woodworking supply store,category
NH139,address
079033 10960,phone
Nikki ply house,name
Plywood supplier,category
behind Nagar thana,address
098520 69302,phone
"Greenply Plywood (Shambhu Furniture Works) - Best Plywood Shop And Dealer In Shiv Ashathan, Aurangabad",name
Plywood supplier,category
"Shiv Ashathan, Thakurbari Road",address
093555 71297,phone
MAA MANGLA TRADERS,name
Plywood supplier,category
"Gopal Bhavan, Old GT Rd, opp. Memorial College",address
091627 71373,phone
"Greenply Plywood (Shree Vishnu Hardware) - Best Plywood Shop And Dealer In Khemka Complex, Aurangabad",name
Plywood supplier,category
"Dr Vijay Khemka Complex, MG Road New Area, near Shubham International Hotel",address
093550 75920,phone
ADITYA PLYWOOD & HARDWARE,name
Plywood supplier,category
"P8QX+GH3, Bijauli More, M.G. Road, Aurangabad",address
095084 19036,phone
HARI OM PLY,name
Plywood supplier,category
"Ward no 24, Dharamshala Rd, near Durga Mandir",address
090970 79796,phone
RR Cake & Gift - Sai Event,name
Cake decorating equipment shop,category
"hotel Ratan International ke niche, MG road , bypass, chowk, opp. Panchdev Mandir",address
090063 79489,phone
Bismillah Crockery and Gifts. - Best crockery and Gift Store,name
Home goods store,category
andar bazar,address
080022 04916,phone
Khushi Carpet & Mattress Dealer,name
Carpet store,category
"Kaushalya Complex, Yamunanagar Rd, near Fit Youth Gym",address
085398 02266,phone
Malamahal,name
Home goods store,category
"P9XH+WCF, Grand Trunk Rd",address
062062 21278,phone
OM HARDWARE,name
Paint store,category
"Q979+R38, Karma Rd",address
099310 76632,phone
Banarasi paints and hardware store,name
Paint store,category
"MG Rd, in front of panjub National Bank",address
084059 10894,phone
Birla Opus Paint Gallery - Maa Laxmi Store,name
Paint store,category
"Old GT Rd, opp. Gate school",address
099319 44924,phone
Maa Laxmi Stores/Birla Opus Paints,name
Paint store,category
"Infront Of Gate School Front Gate, Old GT Rd",address
086513 11000,phone
Asian Paints EzyColour - Jai Prakash Stores,name
Paint store,category
beside HDFC Bank,address
098529 91700,phone
Asian Paints EzyColour - Om Prakash Stores,name
Paint store,category
Old GT Rd,address
098019 45693,phone
"Ekso event planner - Wedding planner, Birthday Decoration, Bridal Entry, Catering Services, Balloon Decoration.",name
Event management company,category
Club Rd,address
070049 74985,phone
Maa vindhayavasini tiles and sanitary palace aurangabad,name
Tile store,category
"P9WJ+75Q, near Ramabandh bus stand",address
095723 10071,phone
Sansar cake shop,name
Cake shop,category
"Turning of mala mahal, road, Old GT Rd",address
072073 11481,phone
"Shristy Enterprises - Best Tiles Showroom | Cera exclusive showroom in Aurangabad, Bihar",name
Tile contractor,category
Byepass,address
092044 45471,phone
Nitco Tiles - Maa Enterprises,name
Tile store,category
"Ganga Complex, MG Rd, nearby Amit Hotel",address
080 3790 8548,phone
National Paints House,name
Paint store,category
"Ganj Mohalla, Nawadih Rd",address
072941 31933,phone
Banarasi bearing Store,name
Paint store,category
"Q92G+FX5, Nawadih Rd, in front of Mahavir mandir",address
090970 54975,phone
Expression Event and Wedding planner,name
Event management company,category
"Gol Ghar, Karma more",address
085418 75999,phone
Adarsh Tent House Aurangabad,name
Tent House Supplier,category
"karma road, bijli office, in front of Shiv Temple",address
095047 18915,phone
Jai maa grihani enterprises,name
Tile store,category
Q969+75C,address
098017 47747,phone
Winni Cakes & More,name
Bakery and Cake Shop,category
"Tulsi Market, Maharajganj Road Bypass, near HP Petrol Pump",address
099344 77999,phone
BALAJI MARBLE,name
Tile store,category
Q957+QVC,address
080020 09922,phone
Trimurti Enterprises,name
Tile store,category
"By pass Chowk, MG Rd",address
094314 68818,phone
Adityan - Traditional & Authentic,name
North Indian,category
MG Rd,address
080510 03510,phone
S.BABA HARDWARE,name
Hardware store,category
"Karma Rd, near electricity office",address
099731 28149,phone
Raja Engeneering Work Shop,name
Furniture store,category
"Jogiya More Jogiya, Bazaar, near domaveer Baba Mandir",address
093264 68167,phone
Maa Durga Paints & Hardware,name
Paint store,category
"Garav Market, MG Rd, near Ramesh Chowk",address
088738 47463,phone
JUGNU PAINTS STORE,name
Paint store,category
"Q93G+HQ4, Madarssa Rd",address
092343 88764,phone
Maa Umgeshwari Car Shringar,name
Auto parts store,category
P9RW J2F Aurangabad Old Gt Road Gandhinagar,address
085409 88659,phone
Asian Paints (Vaishnavi Enterprises),name
Paint store,category
"Gol Ghar, near Karna More",address
077819 03587,phone
Home Decor,name
Furniture store,category
"Home Decor, Siddharth Arcade, Bhanudas Sabhahgrah Railway Station Rd",address
0788 823 8008,phone
MAA BHADRAKALI ENTERPRISES,name
Paint store,category
near DAV Public School,address
087093 67478,phone
Raj Sanitary And Paint House,name
Paint store,category
"98, औरंगाबाद - राजहरा - डाल्टेनगंज रोड",address
099314 31568,phone
Fish Gallery & Pets shop,name
Aquarium shop,category
"Fish Gallery, Tikri Rd, near S.D hospital",address
070046 78127,phone
Ritik Furniture,name
Furniture store,category
near Devi Mandir,address
099737 09612,phone
Udit Sharma,name
Furniture store,category
"Siris Siris, near Devi Mandir",address
072770 64533,phone
Baksha Ghar,name
Furniture store,category
"Old Post Office, 05",address
098527 48629,phone
Bata Shoe Store,name
Shoe store,category
"Vijay Complex Maharajganj Road, Shubham Rd, near Hotel",address
093343 50164,phone
Guru ji campus shoe store aurangabad,name
Shoe store,category
Gandhi Nagar Rd,address
074881 17977,phone
Shoe Darbar,name
Shoe store,category
"Old GT Rd, near chandrlok studio",address
077398 41789,phone
Panthera Shoes,name
Shoe store,category
Yamunanagar Rd,address
078080 22807,phone
Sai Kripa footwear,name
Shoe store,category
"MG Rd, near V2 MART",address
085418 83501,phone
PAWAN SHOE,name
Shoe store,category
Old GT Rd,address
093345 84672,phone
New Shoe Bazar,name
Shoe store,category
"Tilak Peth, opp. Walkway Show Room",address
094206 05786,phone
SHOE ZONE,name
Shoe store,category
"Q92G+FPP, Old GT Rd",address
089698 89782,phone
Krishna Shoe,name
Shoe store,category
"Amba hariharganj, Road",address
079035 40622,phone
Amit Shoe Store,name
Shoe store,category
"Riur Riur, near Hanuman Mandir",address
084099 46383,phone
IRFAN FOOTWEAR,name
Shoe store,category
"P9XJ+H74, Old GT Rd",address
099315 23786,phone
Anjani Shoes Store (Campus Point),name
Shoe store,category
"Karma Rd, opp. Electric Sub Station, near Shiv Mandir",address
099399 60142,phone
Sudha Footwear,name
Dairy store,category
"Bijli office, Karma Rd, near bijli office",address
087890 22900,phone
S.BABA HARDWARE,name
Paint store,category
"Karma Rd, near electricity office",address
099731 28149,phone
Nerolac Centre - Anand Stores,name
Paint store,category
CITY INN,address
091137 54348,phone
BANARASI HARDWARE PAINT AND SENITARY STORE,name
Hardware store,category
"near HP PETROL PUMP, opp. MAHESH ENGLISH ACEDEMY",address
090970 54975,phone
Arun Hardware,name
Hardware store,category
Q988+6XW,address
099349 71466,phone
Nerolac Centre - Kisan Hardware Store,name
Paint store,category
Road,address
090650 07780,phone
baba traders,name
Paint store,category
"Opp. Murmura masjid, shah bazar road Chelipura",address
0240 236 9342,phone
Asian Paints Colourideas - Rajrang,name
Paint store,category
"Meet Arcade, S No 1 & 2, New Hanuman Chowk",address
081081 91348,phone
Vaishnavi Hardware & sanitary,name
Hardware store,category
"MG Rd, opposite V-Mart - Aurangabad",address
099340 53111,phone
Captan Colour Home,name
Paint store,category
"Captain Complex, Raja Bazar Rd",address
098225 43553,phone
"Somany Tiles Studio, Maa Vaishnav Marbles",name
Home goods store,category
P9X7+FPV,address
098010 35002,phone
Kajaria Showroom,name
Home goods store,category
"Jasoiya Growth Center, Patna - Aurangabad Rd",address
093346 96255,phone
Simpolo tiles (Italian tile gallery),name
Showroom,category
"Yari, opposite Ashok leyland, NH-2, Grand Trunk Rd",address
098187 93857,phone
The Rajasthan Marble Tiles And Granite,name
Marble supplier,category
"Rajhara - Daltonganj Road, opposite Aditya Vision, near Bypass Chowk",address
082108 31751,phone
"Infra.Market Tiles, Modular Kitchen & Sanitaryware Store - Aurangabad",name
Tile store,category
"khadi Road, Beed Bypass Rd, near Guru Lowns",address
096063 50000,phone
Jai Bajrangbali Hardware Store,name
Hardware store,category
P9W5+5W8,address
077397 44537,phone
Shri Prakash store,name
Hardware store,category
"Naga Bigha More near Bank of India MG Road, Ramesh Chowk",address
077395 77400,phone
Shri Shankar Hardware,name
Hardware store,category
MG Rd,address
074848 55511,phone
Ganesh Hardware,name
Hardware store,category
"P9W6+959, Aurangabad - Rajhara - Daltenganj Rd",address
091221 43962,phone
Asian Paints EzyColour - Om Prakash Stores,name
Hardware store,category
Old GT Rd,address
098019 45693,phone
REHAN PIPE AND HARDWARE,name
Hardware store,category
"SONOURA HOUSE, MG Rd",address
093040 04264,phone
New janta hardware,name
Hardware store,category
Madarsa Road,address
088044 06602,phone
Banarasi bearing Store,name
Hardware store,category
"Q92G+FX5, Nawadih Rd, in front of Mahavir mandir",address
090970 54975,phone
National Machinery Stores,name
Hardware store,category
"Old GT Rd, opposite Post office",address
080027 97773,phone
Hardware Stores,name
Furniture store,category
"Sanjay Vyas Hardware Store, Aurangabad-Rafiganj Rd",address
096312 66508,phone
OM SANITARY,name
Hardware store,category
"Q92G+P55, Old GT Rd",address
062052 67472,phone
Vishwakarma Hydrolic Works,name
Hardware store,category
Madarsha Shankrit Market,address
099550 49656,phone
JAI MAA ENGERING,name
Hardware store,category
JAI MAA ENGERING WORK SHOP Bisambhar Bigha Phesar Road,address
093417 70134,phone
Bhumi Sanetary And Hardware,name
Hardware store,category
"Yamunanagar Yamunanagar, near Lara Agency",address
091990 64003,phone
Bombay Hardware,name
Hardware store,category
"121pauthua Aurangabad, near Jagatpati More",address
062032 17568,phone
M&S Brothers Enterprises,name
Hardware store,category
"Chatra, Holel RPS, NH 139, Road",address
099733 06690,phone
SK Trading,name
Hardware store,category
"Q93C+RMC, Old GT Rd",address
088042 02503,phone
Mehta Hardware,name
Hardware store,category
"Mehta Hardware, Yamunanagar Rd, near Mandir",address
079799 65539,phone
JAYA HARDWARE,name
Hardware store,category
"P9XH+X6M, Old GT Rd",address
094312 63661,phone
Rocky hardware,name
Hardware store,category
"haspura, Haspura - Daudnagar Rd",address
074881 18158,phone
vishal hardware,name
Hardware store,category
"main market, near mahabir mandil",address
099344 77776,phone
Kundan Kumar & Brothers,name
Hardware store,category
"Shapur, Pokhra Mohhala, near Devi Mandir Road",address
098520 69302,phone
Dr Lal PathLabs,name
Medical laboratory,category
"Shop no. 275, MG Rd, near Chandel Bhawan",address
089206 45846,phone
LifeCell Diagnostics,name
Medical laboratory,category
"Shri Krishna Nagar Road, PHED Colony, near Manorama Verma Niwas",address
079033 61512,phone
THYROCARE AURANGABAD,name
Diagnostic center,category
"New area, near bank of maharastra, near Ramesh Chowk",address
094700 82236,phone
Apollo Diagnostics,name
Laboratory,category
MG Rd,address
098060 67290,phone
"Care Diagnostics & Imaging Center, A complete Health Check Up",name
Diagnostic center,category
"Naga Bigha Road, opposite narayana mission school",address
073620 00070,phone
Apollo Diagnostics,name
Diagnostic center,category
"WARD NO.-12,GALI NO.-6 NEW AREA CHITTOR NAGAR, behind Mahesh Academy",address
096061 12399,phone
Dr Lal PathLabs - Patient Service Centre,name
Diagnostic center,category
"Ground Floor, Club Rd, near Madarsa Islamiya",address
080 6256 4442,phone
Dr lal pathlabs,name
Health resort,category
"In side of adari river, nani house, Old GT Rd, near sinha collage more",address
091223 90536,phone
HealthAssure - Balaji Diagnostic Centre - Aurangabad - Quality service with quick results,name
Diagnostic center,category
"Gangti Rd, near Sinha College",address
080844 47787,phone
AROGYAM NUTRICARE PHARMACY AND SUPPLEMENT STORE,name
Sports nutrition store,category
"Fojjdaari babu market, sabji mandi, Old GT Rd, behind Shiv mandir, near Kargil chowk",address
099393 00726,phone
Kasturi Photo State & Cyber kaife,name
Photo lab,category
Jail Road,address
099345 68396,phone
LifeCell Diagnostics,name
Diagnostic center,category
"Shri Krishna Nagar Road, PHED Colony, near Manorama Verma Niwas",address
079033 61512,phone
Dr Lal PathLabs,name
Diagnostic center,category
"Shop no. 275, MG Rd, near Chandel Bhawan",address
089206 45846,phone
AMAN DIAGNOSTIC CENTRE,name
Medical clinic,category
"P9WG+W5W, Pathan Toli Rd",address
081205 67980,phone
Bhagwati Misthan,name
Sweet shop,category
Old GT Rd,address
082717 19574,phone
Adityan - Traditional & Authentic,name
Sweet shop,category
MG Rd,address
080510 03510,phone
Raj Sweets & snacks,name
Indian sweets shop,category
"Q959+33G, Karma Rd",address
084093 09191,phone
Aashirwaad Sweets Snacks & Cake,name
Sweet shop,category
Karma Rd,address
087891 55797,phone
मातृ भंडार (sweet Shop🧁and bakery🎂),name
Sweet shop,category
Station Rd,address
097717 37298,phone
Rajesh Sweets & Fastfood,name
Sweet shop,category
"Durga mandir ke bagal me, Nala Road",address
077599 39760,phone
Bikaner cakes and bakery,name
Bakery and Cake Shop,category
"Q92F+V5P, Ramesh Chowk, behind CENTRAL BANK OF INDIA",address
095233 76460,phone
Amba Sweets,name
Indian sweets shop,category
"98, औरंगाबाद - राजहरा - डाल्टेनगंज रोड, Amba - Nabi Nagar Rd",address
076671 85831,phone
Sunil pet shop,name
Dog cafe,category
"Gandhi Maidan, near magnam school",address
072779 55524,phone
Pet House (Pet Shop & Pet Salon),name
Pet store,category
"Shop no 07, Yashodhan Apartment, Gajanan Maharaj Mandir Rd, opposite of Reliance mall",address
